period close,Grant Kiehne,Simon Thornington,Jeff Koch,Szilvia Hegyi,Michael Van Kleeck,Spencer Singleton,Pravin Bezwada
2013-01-14,0.0010832,-0.01867578,0.0,-0.00118404,-0.00036486,-0.00187119
2013-01-15,-0.00346205,0.00140375,0.0,0.00104801,0.00107269,-0.00066596
2013-01-16,0.00471557,-0.00036881,0.0,0.00419913,0.00168001,0.00732736
2013-01-17,0.0040034,2.979e-05,0.0,-0.00143037,-0.0007968,-0.00299103
2013-01-18,-0.00235822,0.00343812,0.0,-0.00160397,0.00126535,-0.00013716
2013-01-22,0.00658791,-0.00262656,0.0,0.00209077,0.00211121,-0.00017778
2013-01-23,0.0076303,0.00035971,0.0,0.00517438,0.00170651,0.00570382
2013-01-24,-0.01605845,0.00071684,0.0,0.00045813,-0.00120196,-0.000594
2013-01-25,0.00370081,0.00094327,0.0,0.00013855,-0.00078629,0.00349602
2013-01-28,0.00640189,-9.776e-05,0.0,0.00270669,0.00189442,0.00686275
2013-01-29,0.00459167,-0.00057536,-0.00258178,0.00483226,-0.00151551,0.01486036
2013-01-30,-0.00348155,0.00501576,-0.00022704,0.00640436,-0.00142011,0.00301782
2013-01-31,-0.00192712,0.00118839,-0.00121771,-0.00037263,0.00030291,0.005559
2013-02-01,0.00811079,-0.00116881,0.00582457,0.00623673,0.00078172,0.00910975
2013-02-04,-0.01338908,-0.00391879,-0.00660795,-0.0102904,0.00222836,-0.00013575
2013-02-05,0.01698697,-0.0025738,0.00457012,0.01167663,0.0024395,0.00610376
2013-02-06,-0.00267628,0.00041464,0.00222932,0.00324513,0.00049018,0.00583901
2013-02-07,0.00118212,-0.00331208,-0.00051328,0.00501417,0.00259526,0.00825082
2013-02-08,0.008718,-0.00082225,0.00443367,0.00193543,-0.00017273,0.00592526
2013-02-11,-0.00246706,-0.00029957,-0.00085032,0.00182461,8.744e-05,0.00271072
2013-02-12,0.0022213,-0.0001671,-0.00017313,0.00165383,-0.00090159,-0.00279521
2013-02-13,0.01369273,-0.00033139,0.00072108,3.625e-05,-0.00087876,-0.0038523
2013-02-14,0.0056033,-0.0006842,-0.00032008,0.00558242,0.00214248,0.00819403
2013-02-15,-0.0073605,0.00169318,-0.00270225,0.00460597,0.00060266,-0.00079627
2013-02-19,0.00716531,-0.00037487,0.00461506,0.0037289,-0.00064433,-0.00141701
2013-02-20,-0.00904139,0.00643472,-0.00995684,0.00203137,-0.00139972,-0.01012228
2013-02-21,-0.00471708,-0.00391912,-0.00460412,0.00359382,0.00330151,-0.00058385
2013-02-22,0.00870281,0.0001395,0.00756507,0.00246398,-0.00075441,0.00098535
2013-02-25,-0.00458349,0.00834463,-0.00858363,-0.0117416,0.00116113,-0.00671583
2013-02-26,0.00631288,0.00496604,0.00566505,0.00383014,-0.00045744,0.00057036
2013-02-27,0.01121902,-0.00977818,0.00580355,0.01430738,0.00058843,0.0028964
2013-02-28,0.00132812,-0.0013407,-0.0018682,0.00048148,0.00020951,-0.00189952
2013-03-01,0.00153053,0.00151738,0.0018322,0.00427316,0.0014883,0.0026048
2013-03-04,0.00090079,0.00191925,0.00106766,0.00673018,0.00158039,0.00381311
2013-03-05,0.01339424,-0.00178606,0.00653571,0.01536512,-8.276e-05,0.00298837
2013-03-06,-0.00226526,-7.8e-06,0.00055621,0.00266145,-0.00083909,-0.00465933
2013-03-07,0.0054106,-0.00216596,-0.00046292,0.00484795,-0.00037332,0.00149759
2013-03-08,0.00012433,0.00112677,-0.00065065,0.00628203,0.00028026,0.00027866
2013-03-11,0.00481969,3.8e-06,0.0014552,0.00210521,0.00099662,-0.00470116
